Timestamp,Menu,Rating,Review
13/12/2025 09:46:07,44,5,"Lebih kuat, cocok pencinta kopi bold."
13/12/2025 09:48:15,87,5,Cocok buat yang pengen rasa kopi lebih halus.
13/12/2025 09:59:29,9,5,"Manis hangat, rasa apel pie jelas."
13/12/2025 10:19:15,60,3,"Secara rasa Jasmine Ice ini cukup standar. Tidak ada yang spesial, tapi masih bisa dinikmati."
13/12/2025 10:20:16,44,3,"Untuk ukuran menu Extra Shot Houseblend ini cukup standar. Tidak ada yang spesial, tapi masih bisa dinikmati."
13/12/2025 10:48:11,17,5,Kehangatan susu ketemu espresso yang bikin perut kerasa nyaman.
13/12/2025 11:00:49,25,5,Manis karamel-nya enak dan rasa kopi tetap terasa
13/12/2025 12:34:41,10,3,"Cukup oke untuk BLACK ini cukup standar. Tidak ada yang spesial, tapi masih bisa dinikmati."
13/12/2025 13:33:19,87,4,"Rasa dari Upgrade Beans (Arabica) ini. Rasanya enak dan beneran memuaskan, kualitasnya terasa."
13/12/2025 14:43:30,45,3,"Pesanan Extra Shot Arabica ini cukup standar. Tidak ada yang spesial, tapi masih bisa dinikmati."
13/12/2025 15:05:44,3,4,"Kesan pertama nyoba Air Mineral ini. Rasanya enak dan beneran memuaskan, kualitasnya terasa."
13/12/2025 15:33:51,38,4,"Pesananku kali ini Creamy Klepon ini. Rasanya enak dan beneran memuaskan, kualitasnya terasa."
13/12/2025 16:05:58,30,3,"Menu Cappuccino Hot Arabica ini cukup standar. Tidak ada yang spesial, tapi masih bisa dinikmati."
13/12/2025 16:21:59,30,4,"Aroma Arabica terasa kuat, foam lembut dan creamy."
13/12/2025 16:31:53,15,3,"Secara keseluruhan untuk Basic Latte Hot Arabica ini cukup standar. Tidak ada yang spesial, tapi masih bisa dinikmati."
13/12/2025 17:00:46,35,4,"Cocok banget di lidah untuk Chocolate Ice ini. Rasanya enak dan beneran memuaskan, kualitasnya terasa."
13/12/2025 17:09:00,62,5,"Beneran rasa semangka asli yang fresh, bukan rasa sirup buatan."
13/12/2025 18:05:47,37,4,"Cokelatnya sangat mengenyangkan, pastikan kekentalannya tetap terjaga dan tidak menjadi encer karena es batu."
13/12/2025 18:06:15,83,1,Pesanan saya yang Sunset ini agak kurang sesuai selera saya. Rasanya tidak seperti yang saya harapkan.
13/12/2025 19:52:00,82,5,"Tropis, manis, segar, soda, ceria"
13/12/2025 20:45:45,25,3,"Rasa dari Butterscotch ini cukup standar. Tidak ada yang spesial, tapi masih bisa dinikmati."
14/12/2025 08:40:25,92,5,"Ukuran gelasnya besar sekali, sangat puas dan worth it dengan harganya"
14/12/2025 12:02:53,57,5,Creamy dan menyenangkan di lidah
14/12/2025 12:07:49,80,5,"Asam, pahit, segar, unik, seimbang"
14/12/2025 12:31:40,84,5,"Creamy, gurih, ringan, dairy-free, lembut"
14/12/2025 12:38:03,61,3,"Bagi saya menu Jasmine Hot ini cukup standar. Tidak ada yang spesial, tapi masih bisa dinikmati."
14/12/2025 13:09:46,94,5,"Mousse cokelat yang lembut banget, cocok buat pecinta dessert cokelat."
14/12/2025 13:38:16,23,5,"Manis, gurih, tradisional, creamy, dingin"
14/12/2025 14:03:28,85,5,"Thai tea yang creamy, rasa teh sama susunya seimbang banget."
14/12/2025 14:36:05,74,4,"Suka sekali dengan Not Tiramisu Latte ini. Rasanya enak dan beneran memuaskan, kualitasnya terasa."
14/12/2025 14:52:59,92,3,"Untuk WHITE Arabica ini cukup standar. Tidak ada yang spesial, tapi masih bisa dinikmati."
14/12/2025 15:07:03,45,4,"Wah, ternyata Extra Shot Arabica ini. Rasanya enak dan beneran memuaskan, kualitasnya terasa."
14/12/2025 15:55:42,40,1,"Mungkin selera saya berbeda, tapi untuk Espresso Arabica On The Rock ini agak kurang sesuai selera saya. Rasanya tidak seperti yang saya harapkan."
14/12/2025 15:58:05,86,2,Kurang begitu suka dengan Thai Tea (Gedhe) ini agak kurang sesuai selera saya. Rasanya tidak seperti yang saya harapkan.
14/12/2025 16:42:50,80,5,"Asam segar, unik dan refreshing"
14/12/2025 17:20:44,54,5,"Ukuran gelasnya besar sekali, sangat puas dan worth it dengan harganya"
14/12/2025 17:47:34,8,5,Rasanya unik dan dessert-like
14/12/2025 17:55:55,41,5,rasanya halus dan lebih aromatik
14/12/2025 18:23:29,74,5,"Bisa dibilang Not Tiramisu Latte ini. Rasanya enak dan beneran memuaskan, kualitasnya terasa."
14/12/2025 20:12:54,69,3,"Bisa dibilang menu Matcha Latte (Gedhe) ini cukup standar. Tidak ada yang spesial, tapi masih bisa dinikmati."
14/12/2025 20:22:56,43,5,"Buat yang butuh kopi kuat, ini pilihan yang paling tepat."
14/12/2025 20:41:06,79,5,"Segar dan berbuih, enak diminum cepat."
15/12/2025 09:24:57,87,4,"Beneran enak menu Upgrade Beans (Arabica) ini. Rasanya enak dan beneran memuaskan, kualitasnya terasa."
15/12/2025 10:52:32,4,5,"Menurut saya Americano Hot Houseblend ini. Rasanya enak dan beneran memuaskan, kualitasnya terasa."
15/12/2025 10:56:48,71,2,Kurang pas rasanya untuk Matchapresso (Gedhe) ini agak kurang sesuai selera saya. Rasanya tidak seperti yang saya harapkan.
15/12/2025 11:17:20,39,5,"Empuk, cocok dimakan kapan saja"
15/12/2025 11:26:23,24,4,"Gak mengecewakan beli Burnt Sugar ini. Rasanya enak dan beneran memuaskan, kualitasnya terasa."
15/12/2025 12:11:46,74,4,"Pilihan yang tepat beli Not Tiramisu Latte ini. Rasanya enak dan beneran memuaskan, kualitasnya terasa."
15/12/2025 12:26:53,14,5,"Tekstur sudah lembut, tapi akan jauh lebih nikmat jika disajikan dalam kondisi hangat agar aroma menteganya lebih tercium."
15/12/2025 13:42:39,67,3,"Tidak terlalu istimewa tapi Matcha Latte Ice ini cukup standar. Tidak ada yang spesial, tapi masih bisa dinikmati."
15/12/2025 14:10:10,94,2,Sedikit kecewa dengan Creamy Chocolate Cake ini agak kurang sesuai selera saya. Rasanya tidak seperti yang saya harapkan.
15/12/2025 14:44:48,60,4,"Kualitas Jasmine Ice ini. Rasanya enak dan beneran memuaskan, kualitasnya terasa."
15/12/2025 15:24:09,95,4,"Secara keseluruhan Waffle ini. Rasanya enak dan beneran memuaskan, kualitasnya terasa."
15/12/2025 16:31:38,83,5,"Pengalaman minum Sunset ini. Rasanya enak dan beneran memuaskan, kualitasnya terasa."
15/12/2025 16:53:45,58,5,"Aroma hazelnut kuat dan wangi, rasanya sangat nyaman."
15/12/2025 17:23:58,2,4,"Sangat merekomendasikan Add on Simple Syrup ini. Rasanya enak dan beneran memuaskan, kualitasnya terasa."
15/12/2025 17:35:17,38,5,"Puas pesan Creamy Klepon ini. Rasanya enak dan beneran memuaskan, kualitasnya terasa."
15/12/2025 20:07:46,9,4,"Porsinya memuaskan, tapi karena volumenya besar, rasa espressonya cenderung hilang; disarankan tambah extra shot."
15/12/2025 20:33:01,75,3,"Kalau menurut selera saya, Not Tiramisu Latte (Gedhe) ini cukup standar. Tidak ada yang spesial, tapi masih bisa dinikmati."
16/12/2025 08:00:40,76,4,"secara rasa, kombinasi Nutella dan mesesnya sangat melimpah."
16/12/2025 08:35:31,93,5,"Luarnya garing tapi dalemnya masih lembut, teksturnya beneran oke"
16/12/2025 08:48:17,76,5,"Menikmati banget Nutella Meses ini. Rasanya enak dan beneran memuaskan, kualitasnya terasa."
16/12/2025 08:49:38,62,4,"Sangat puas dengan Jus Semangka ini. Rasanya enak dan beneran memuaskan, kualitasnya terasa."
16/12/2025 09:50:29,19,1,"Menurut saya agak kurang, Berry Cake ini agak kurang sesuai selera saya. Rasanya tidak seperti yang saya harapkan."
16/12/2025 10:43:42,20,5,"Segar, unik, cocok non-coffee lovers."
16/12/2025 11:16:13,14,1,Sayang sekali Banana Bread Original ini agak kurang sesuai selera saya. Rasanya tidak seperti yang saya harapkan.
16/12/2025 12:56:33,65,4,"Pas nyobain Lemons ini. Rasanya enak dan beneran memuaskan, kualitasnya terasa."
16/12/2025 13:09:12,38,3,"Cukup standar untuk Creamy Klepon ini cukup standar. Tidak ada yang spesial, tapi masih bisa dinikmati."
16/12/2025 13:30:48,73,5,"Manis, hangat, klasik, nostalgia, sederhana"
16/12/2025 13:47:12,16,4,"Untuk menu Basic Latte Ice Houseblend ini. Rasanya enak dan beneran memuaskan, kualitasnya terasa."
16/12/2025 16:07:18,66,4,"Saya suka banget sama Matcha Espresso ini. Rasanya enak dan beneran memuaskan, kualitasnya terasa."
16/12/2025 17:11:52,93,2,Secara keseluruhan menu Croffle ini agak kurang sesuai selera saya. Rasanya tidak seperti yang saya harapkan.
16/12/2025 17:29:13,60,5,"Baru pertama coba Jasmine Ice ini. Rasanya enak dan beneran memuaskan, kualitasnya terasa."
16/12/2025 20:42:47,16,4,"Senang sekali sama Basic Latte Ice Houseblend ini. Rasanya enak dan beneran memuaskan, kualitasnya terasa."
17/12/2025 09:12:16,93,2,Kurang memuaskan untuk Croffle ini agak kurang sesuai selera saya. Rasanya tidak seperti yang saya harapkan.
17/12/2025 09:50:46,59,4,"Rasa dari Hazelnut Latte (Gedhe) ini. Rasanya enak dan beneran memuaskan, kualitasnya terasa."
17/12/2025 10:44:03,84,4,"Kesan pertama nyoba Susu Oat ini. Rasanya enak dan beneran memuaskan, kualitasnya terasa."
17/12/2025 11:13:03,77,4,"Pesananku kali ini Red Apple ini. Rasanya enak dan beneran memuaskan, kualitasnya terasa."
17/12/2025 11:33:10,72,4,"Cocok banget di lidah untuk Moody ini. Rasanya enak dan beneran memuaskan, kualitasnya terasa."
17/12/2025 12:41:29,77,5,"Segar sekali, rasa manis dari apel merahnya sangat terasa alami"
17/12/2025 12:55:57,80,5,"Suka sekali dengan Sitrus Cafe ini. Rasanya enak dan beneran memuaskan, kualitasnya terasa."
17/12/2025 13:29:47,63,2,Menu Lemon Tea Hot ini agak kurang sesuai selera saya. Rasanya tidak seperti yang saya harapkan.
17/12/2025 14:22:23,3,3,"Sebenarnya Air Mineral ini cukup standar. Tidak ada yang spesial, tapi masih bisa dinikmati."
17/12/2025 14:57:53,44,5,Tambahan shot ini bikin kopinya jadi lebih strong dan mantap banget
17/12/2025 15:37:37,41,4,"Wah, ternyata Espresso Arabica Basic Espresso ini. Rasanya enak dan beneran memuaskan, kualitasnya terasa."
17/12/2025 15:42:18,61,4,"Bisa dibilang Jasmine Hot ini. Rasanya enak dan beneran memuaskan, kualitasnya terasa."
17/12/2025 15:47:27,61,5,Minuman teh bunga melati hangat yang sangat cocok untuk menenangkan diri.
17/12/2025 16:42:48,25,5,Rasa karamelnya sangat mewah dan ada sensasi gurihnya
17/12/2025 17:12:04,83,4,"Beneran enak menu Sunset ini. Rasanya enak dan beneran memuaskan, kualitasnya terasa."
17/12/2025 17:56:35,73,5,"penggunaan gula aren memberikan sentuhan rasa tradisional yang sangat kuat, sebuah inovasi yang berhasil membawa memori manis masa lalu"
17/12/2025 18:00:10,79,5,"Segar, pahit manis seimbang, foam menarik."
17/12/2025 18:02:55,11,3,"Karakter houseblend terasa ramah, tidak terlalu pahit dan tidak asam"
17/12/2025 18:08:39,80,5,"Asam segar, unik, menyegarkan."
17/12/2025 19:20:10,70,4,"Menurut saya Matchapresso ini. Rasanya enak dan beneran memuaskan, kualitasnya terasa."
17/12/2025 19:38:39,43,3,"Bold dan intens, cukup menantang untuk pemula."
17/12/2025 20:05:25,57,3,"Rasanya lumayan yang Happy Moca Ice ini cukup standar. Tidak ada yang spesial, tapi masih bisa dinikmati."
17/12/2025 20:25:13,73,5,"Gula arennya memberikan rasa manis yang khas, benar-benar seperti teh jadul. Saran saya, sediakan versi panasnya"
18/12/2025 08:06:47,11,4,"Gak mengecewakan beli BLACK Houseblend ini. Rasanya enak dan beneran memuaskan, kualitasnya terasa."
18/12/2025 08:08:11,94,4,"Sebagai kue mousse, pastikan penyajiannya tetap dingin agar teksturnya tidak meleleh dan kehilangan bentuknya."
18/12/2025 08:52:21,18,3,"Walaupun biasa saja, Basic Latte Ice Arabica ini cukup standar. Tidak ada yang spesial, tapi masih bisa dinikmati."
18/12/2025 09:08:41,2,4,"Pilihan yang tepat beli Add on Simple Syrup ini. Rasanya enak dan beneran memuaskan, kualitasnya terasa."
18/12/2025 11:02:18,32,5,foamnya creamy dan kopinya terasa berbeda
18/12/2025 11:56:31,60,4,"Kualitas Jasmine Ice ini. Rasanya enak dan beneran memuaskan, kualitasnya terasa."
18/12/2025 12:03:50,78,4,"segar dan kemanisan pas, namun bingung rasa yang main apa"
18/12/2025 12:26:52,18,4,"Secara keseluruhan Basic Latte Ice Arabica ini. Rasanya enak dan beneran memuaskan, kualitasnya terasa."
18/12/2025 12:52:30,92,3,"Pas dicoba, menu WHITE Arabica ini cukup standar. Tidak ada yang spesial, tapi masih bisa dinikmati."
18/12/2025 13:37:44,24,4,"Pengalaman minum Burnt Sugar ini. Rasanya enak dan beneran memuaskan, kualitasnya terasa."
18/12/2025 13:59:11,52,5,"Rasanya segar asam-manis, bakal lebih enak kalau tingkat sodanya bisa dipilih."
18/12/2025 15:11:41,42,3,"Boleh dicoba untuk Espresso Houseblend On The Rock ini cukup standar. Tidak ada yang spesial, tapi masih bisa dinikmati."
18/12/2025 15:59:00,65,5,sangat segar dengan rasa lemon yang membuat senang
18/12/2025 16:04:12,93,4,"Sangat merekomendasikan Croffle ini. Rasanya enak dan beneran memuaskan, kualitasnya terasa."
18/12/2025 16:06:34,85,3,"Biasa saja sih untuk Thai Tea ini cukup standar. Tidak ada yang spesial, tapi masih bisa dinikmati."
18/12/2025 16:42:04,26,5,"Manis, karamel, creamy, hangat, besar"
18/12/2025 16:47:06,49,5,Kopi susu gula aren yang pas buat nemenin santai.
18/12/2025 17:00:25,76,2,Kurang sesuai ekspektasi untuk Nutella Meses ini agak kurang sesuai selera saya. Rasanya tidak seperti yang saya harapkan.
18/12/2025 17:23:20,53,2,Rasa dari Green Thai Tea ini agak kurang sesuai selera saya. Rasanya tidak seperti yang saya harapkan.
18/12/2025 17:52:42,69,4,"Matcha-nya terasa, creamy dan mengenyangkan"
18/12/2025 19:34:17,32,4,Segar dengan karakter kopi yang tetap jelas.
18/12/2025 20:14:19,31,3,"Menurut saya rasa Cappuccino Ice Houseblend ini cukup standar. Tidak ada yang spesial, tapi masih bisa dinikmati."
19/12/2025 08:40:31,24,5,salah satu snack paling standout
19/12/2025 08:59:34,54,5,"Rasanya konsisten, ukuran besar tetap nyaman diminum."
19/12/2025 09:09:41,57,2,Untuk pesanan Happy Moca Ice ini agak kurang sesuai selera saya. Rasanya tidak seperti yang saya harapkan.
19/12/2025 11:16:39,42,4,"Puas pesan Espresso Houseblend On The Rock ini. Rasanya enak dan beneran memuaskan, kualitasnya terasa."
19/12/2025 11:33:30,14,4,"Menikmati banget Banana Bread Original ini. Rasanya enak dan beneran memuaskan, kualitasnya terasa."
19/12/2025 12:13:51,88,4,"Sangat puas dengan Vanilla Latte ini. Rasanya enak dan beneran memuaskan, kualitasnya terasa."
19/12/2025 12:34:08,37,3,Cokelat terasa cukup rich dan nyaman
19/12/2025 12:40:55,72,2,Agak kurang cocok dengan Moody ini agak kurang sesuai selera saya. Rasanya tidak seperti yang saya harapkan.
19/12/2025 13:07:26,23,4,"Pas nyobain Black Rice Hot ini. Rasanya enak dan beneran memuaskan, kualitasnya terasa."
19/12/2025 13:22:29,91,5,"Untuk menu WHITE Houseblend ini. Rasanya enak dan beneran memuaskan, kualitasnya terasa."
19/12/2025 13:29:14,48,5,"Kuat, manis, dingin, creamy, bold"
19/12/2025 13:46:12,57,5,"Saya suka banget sama Happy Moca Ice ini. Rasanya enak dan beneran memuaskan, kualitasnya terasa."
19/12/2025 14:32:04,79,1,Mungkin bisa diperbaiki untuk Shakencano ini agak kurang sesuai selera saya. Rasanya tidak seperti yang saya harapkan.
19/12/2025 14:39:34,40,4,Segar dengan karakter kopi yang tetap terasa
19/12/2025 15:17:01,32,4,"Baru pertama coba Cappuccino Ice Arabica ini. Rasanya enak dan beneran memuaskan, kualitasnya terasa."
19/12/2025 15:28:17,38,2,Sebenarnya berharap lebih untuk Creamy Klepon ini agak kurang sesuai selera saya. Rasanya tidak seperti yang saya harapkan.
19/12/2025 16:02:57,69,4,"Senang sekali sama Matcha Latte (Gedhe) ini. Rasanya enak dan beneran memuaskan, kualitasnya terasa."
19/12/2025 16:07:27,46,5,"Rasa dari Forbidden Berry ini. Rasanya enak dan beneran memuaskan, kualitasnya terasa."
19/12/2025 16:40:46,74,2,Kali ini rasanya Not Tiramisu Latte ini agak kurang sesuai selera saya. Rasanya tidak seperti yang saya harapkan.
19/12/2025 16:56:38,60,5,"Kesan pertama nyoba Jasmine Ice ini. Rasanya enak dan beneran memuaskan, kualitasnya terasa."
19/12/2025 17:14:43,5,5,"Segar, pahit, ringan, dingin, bersih"
19/12/2025 17:18:47,66,2,Harapannya sih Matcha Espresso ini agak kurang sesuai selera saya. Rasanya tidak seperti yang saya harapkan.
19/12/2025 17:19:04,26,5,"Manis karamelnya lembut, nggak bikin enek."
19/12/2025 18:25:36,82,4,"Pesananku kali ini Summer ini. Rasanya enak dan beneran memuaskan, kualitasnya terasa."
19/12/2025 18:29:54,95,4,"Cocok banget di lidah untuk Waffle ini. Rasanya enak dan beneran memuaskan, kualitasnya terasa."
19/12/2025 18:32:05,23,4,"Suka sekali dengan Black Rice Hot ini. Rasanya enak dan beneran memuaskan, kualitasnya terasa."
19/12/2025 18:32:39,88,3,"Secara rasa Vanilla Latte ini cukup standar. Tidak ada yang spesial, tapi masih bisa dinikmati."
19/12/2025 18:58:35,37,4,"Wah, ternyata Chocolate (Gedhe) ini. Rasanya enak dan beneran memuaskan, kualitasnya terasa."
19/12/2025 19:23:09,43,4,"Bisa dibilang Espresso Houseblend Basic Espresso ini. Rasanya enak dan beneran memuaskan, kualitasnya terasa."
19/12/2025 19:57:36,8,4,"Beneran enak menu Apple Pie Latte ini. Rasanya enak dan beneran memuaskan, kualitasnya terasa."
19/12/2025 20:12:47,85,4,"Menurut saya Thai Tea ini. Rasanya enak dan beneran memuaskan, kualitasnya terasa."
19/12/2025 20:26:54,2,3,"Untuk ukuran menu Add on Simple Syrup ini cukup standar. Tidak ada yang spesial, tapi masih bisa dinikmati."
20/12/2025 08:52:23,49,4,"Gak mengecewakan beli Friendly Coffee Hot ini. Rasanya enak dan beneran memuaskan, kualitasnya terasa."
20/12/2025 09:15:43,35,5,"Dingin, creamy, manis pas, menyegarkan."
20/12/2025 09:17:24,81,2,"Untuk ukuran harga segini, menu Soft Tea ini agak kurang sesuai selera saya. Rasanya tidak seperti yang saya harapkan."
20/12/2025 09:42:47,32,5,"Pilihan yang tepat beli Cappuccino Ice Arabica ini. Rasanya enak dan beneran memuaskan, kualitasnya terasa."
20/12/2025 09:51:13,58,5,"Nutty, manis, creamy, aromatik, lembut"
20/12/2025 10:20:53,51,4,"Kualitas Friendly Coffee (Gedhe) ini. Rasanya enak dan beneran memuaskan, kualitasnya terasa."
20/12/2025 11:22:18,31,2,Sayangnya Cappuccino Ice Houseblend ini agak kurang sesuai selera saya. Rasanya tidak seperti yang saya harapkan.
20/12/2025 11:51:47,95,3,"Cukup oke untuk Waffle ini cukup standar. Tidak ada yang spesial, tapi masih bisa dinikmati."
20/12/2025 12:59:49,49,5,"Secara keseluruhan Friendly Coffee Hot ini. Rasanya enak dan beneran memuaskan, kualitasnya terasa."
20/12/2025 13:16:02,6,1,Pesanan saya yang Americano Hot Arabica ini agak kurang sesuai selera saya. Rasanya tidak seperti yang saya harapkan.
20/12/2025 15:07:51,88,5,"Manis lembut, cocok buat pemula kopi."
20/12/2025 16:19:02,54,4,Teh hijau dan susu berpadu lembut. Rasa khas Thai tea tetap terasa meski ukurannya besar.
20/12/2025 16:49:35,17,3,lebih cocok dengan ice menurut saya
20/12/2025 18:57:59,51,4,"Pengalaman minum Friendly Coffee (Gedhe) ini. Rasanya enak dan beneran memuaskan, kualitasnya terasa."
21/12/2025 09:07:54,22,3,"Pesanan Black Rice Ice ini cukup standar. Tidak ada yang spesial, tapi masih bisa dinikmati."
21/12/2025 09:10:06,1,1,"Mungkin selera saya berbeda, tapi untuk Add on Aren ini agak kurang sesuai selera saya. Rasanya tidak seperti yang saya harapkan."
21/12/2025 09:25:18,78,5,"Sangat merekomendasikan Red Liquid ini. Rasanya enak dan beneran memuaskan, kualitasnya terasa."
21/12/2025 09:53:46,63,5,"Puas pesan Lemon Tea Hot ini. Rasanya enak dan beneran memuaskan, kualitasnya terasa."
21/12/2025 10:02:10,8,4,"Menikmati banget Apple Pie Latte ini. Rasanya enak dan beneran memuaskan, kualitasnya terasa."
21/12/2025 10:23:12,22,1,Kurang begitu suka dengan Black Rice Ice ini agak kurang sesuai selera saya. Rasanya tidak seperti yang saya harapkan.
21/12/2025 10:51:22,89,2,Kurang pas rasanya untuk Vanilla Latte (Gedhe) ini agak kurang sesuai selera saya. Rasanya tidak seperti yang saya harapkan.
21/12/2025 11:50:24,21,1,Sedikit kecewa dengan Biru (Gedhe) ini agak kurang sesuai selera saya. Rasanya tidak seperti yang saya harapkan.
21/12/2025 12:50:27,69,4,"Sangat puas dengan Matcha Latte (Gedhe) ini. Rasanya enak dan beneran memuaskan, kualitasnya terasa."
21/12/2025 14:03:37,95,5,"Hangat, empuk, topping mudah disesuaikan selera."
21/12/2025 14:37:58,94,2,"Menurut saya agak kurang, Creamy Chocolate Cake ini agak kurang sesuai selera saya. Rasanya tidak seperti yang saya harapkan."
21/12/2025 15:52:11,96,5,kemanisan pas dan pisang memiliki tekstur yang lembut
21/12/2025 16:31:33,5,3,"Segar dan ringan, tapi karakter kopinya tidak terlalu menonjol."
21/12/2025 16:37:06,16,5,"Pas nyobain Basic Latte Ice Houseblend ini. Rasanya enak dan beneran memuaskan, kualitasnya terasa."
21/12/2025 16:42:39,54,5,"Creamy, manis, teh-hijau, besar, khas"
21/12/2025 17:05:56,34,4,"Untuk menu Chocolate Hot ini. Rasanya enak dan beneran memuaskan, kualitasnya terasa."
21/12/2025 17:43:19,72,3,"Menu Moody ini cukup standar. Tidak ada yang spesial, tapi masih bisa dinikmati."
21/12/2025 18:37:21,40,3,"Secara keseluruhan untuk Espresso Arabica On The Rock ini cukup standar. Tidak ada yang spesial, tapi masih bisa dinikmati."
21/12/2025 18:39:47,46,4,"Saya suka banget sama Forbidden Berry ini. Rasanya enak dan beneran memuaskan, kualitasnya terasa."
21/12/2025 18:44:50,17,5,"Sangat lembut dan foam susunya halus, kopinya pun tidak terlalu asam"
21/12/2025 20:37:27,34,5,Cokelatnya terasa pekat dan nikmat dan cocok saat hujan
22/12/2025 08:45:25,30,5,"Aromatik, foam lembut, rasa bersih."
22/12/2025 09:06:34,24,2,Sayang sekali Burnt Sugar ini agak kurang sesuai selera saya. Rasanya tidak seperti yang saya harapkan.
22/12/2025 10:14:08,83,5,"Baru pertama coba Sunset ini. Rasanya enak dan beneran memuaskan, kualitasnya terasa."
22/12/2025 11:20:40,50,5,"Senang sekali sama Friendly Coffee Ice ini. Rasanya enak dan beneran memuaskan, kualitasnya terasa."
22/12/2025 11:31:42,7,3,"Rasa dari Americano Ice Arabica ini cukup standar. Tidak ada yang spesial, tapi masih bisa dinikmati."
22/12/2025 12:11:49,78,2,Secara keseluruhan menu Red Liquid ini agak kurang sesuai selera saya. Rasanya tidak seperti yang saya harapkan.
22/12/2025 13:01:53,88,5,"Rasa dari Vanilla Latte ini. Rasanya enak dan beneran memuaskan, kualitasnya terasa."
22/12/2025 14:40:52,16,4,"Kesan pertama nyoba Basic Latte Ice Houseblend ini. Rasanya enak dan beneran memuaskan, kualitasnya terasa."
22/12/2025 15:40:33,21,5,"Pesananku kali ini Biru (Gedhe) ini. Rasanya enak dan beneran memuaskan, kualitasnya terasa."
22/12/2025 16:18:42,22,3,"Bagi saya menu Black Rice Ice ini cukup standar. Tidak ada yang spesial, tapi masih bisa dinikmati."
22/12/2025 17:55:23,88,4,"Cocok banget di lidah untuk Vanilla Latte ini. Rasanya enak dan beneran memuaskan, kualitasnya terasa."
22/12/2025 18:03:56,55,2,Kurang memuaskan untuk Gula Gula ini agak kurang sesuai selera saya. Rasanya tidak seperti yang saya harapkan.
22/12/2025 18:27:53,53,4,"Suka sekali dengan Green Thai Tea ini. Rasanya enak dan beneran memuaskan, kualitasnya terasa."
22/12/2025 18:50:00,9,4,Rasa apel pie terasa jelas dan manisnya pas. Ukuran besar membuat minuman ini cocok dinikmati lama.
22/12/2025 19:40:34,35,5,"kualitas kakao yang digunakan terasa sangat premium, memberikan rasa manis yang elegan dengan tekstur susu yang creamy"
22/12/2025 19:54:48,47,5,"Kuat, manis, creamy, hangat, bold"
23/12/2025 08:04:24,43,4,"Wah, ternyata Espresso Houseblend Basic Espresso ini. Rasanya enak dan beneran memuaskan, kualitasnya terasa."
23/12/2025 08:18:31,77,5,"Rasa apel merahnya ringan, nggak bikin enek walau diminum pelan-pelan."
23/12/2025 09:04:48,19,2,Menu Berry Cake ini agak kurang sesuai selera saya. Rasanya tidak seperti yang saya harapkan.
23/12/2025 09:48:15,75,4,"Bisa dibilang Not Tiramisu Latte (Gedhe) ini. Rasanya enak dan beneran memuaskan, kualitasnya terasa."
23/12/2025 10:22:43,68,4,"Beneran enak menu Matcha Latte Hot ini. Rasanya enak dan beneran memuaskan, kualitasnya terasa."
23/12/2025 10:49:08,51,3,"Untuk Friendly Coffee (Gedhe) ini cukup standar. Tidak ada yang spesial, tapi masih bisa dinikmati."
23/12/2025 11:27:09,26,5,"Menurut saya Butterscotch Latte (Gedhe) ini. Rasanya enak dan beneran memuaskan, kualitasnya terasa."
